ID,Nome,Matricula,Turma,Curso,Semestre,Age,GPA,Attendance_Rate,Study_Hours_per_Day,Travel_Time_Minutes,Stress_Index,Gender_Male,Dropout,Nivel_Risco,Probabilidade_Risco,Recomendacoes,Data_Referencia
1579,Pedro Lima Ferreira,202598835,5B,Agropecuária,2025.1,23,6.73,100.0,3.26,34.1,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-07-17
1580,Maria Cardoso Santos,202599070,4A,Edificações,2025.2,30,7.13,100.0,3.59,6.3,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-12-07
1581,Amanda Silva Nascimento,202599243,4A,Logística,2025.2,32,5.63,94.6,5.18,30.8,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-10-04
1582,Ana Oliveira Batista,202599263,3A,Administração,2025.2,31,4.49,76.2,5.34,48.4,1,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-04-21
1583,Isabela Rodrigues Souza,202599284,2A,Pedagogia,2025.2,30,8.78,87.6,3.99,22.9,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-10-11
1584,Fernanda Batista Silva,202599293,5B,Agropecuária,2025.2,20,6.77,66.0,1.73,5.9,4,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-01-04
1585,Samuel Silva Gomes,202599499,3A,Redes de Computadores,2025.1,20,6.41,84.5,2.75,51.8,8,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial,2024-06-28
1586,Bruno Monteiro Mendes,202599690,2B,Pedagogia,2025.2,25,1.7,100.0,3.76,24.2,5,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-09-25
1587,Maria Pereira Costa,202599754,3A,Redes de Computadores,2025.1,32,8.24,75.4,1.66,27.0,2,0,0,BAIXO,20,Orientacao para rotina de estudos,2024-11-03
1588,Isabela Barbosa Silva,202599795,5A,Pedagogia,2025.2,22,5.75,66.2,2.17,5.0,4,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2024-05-29
1589,Carlos Ferreira Silva,202599952,5B,Contabilidade,2025.1,25,5.99,76.1,3.02,20.0,3,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-08-15
1590,Samuel Barbosa Ferreira,202599979,5B,Edificações,2025.2,26,5.32,78.0,0.2,45.3,3,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-07-09
1591,Larissa Gomes Nascimento,202610371,2A,Edificações,2026.1,23,3.65,100.0,2.58,30.3,3,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2024-10-23
1592,Gustavo Araújo Teixeira,202610851,2A,Agropecuária,2026.1,30,4.93,36.7,4.91,20.0,5,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-11-16
1593,Daniel Batista Teixeira,202610879,1B,Logística,2026.1,32,7.14,89.8,3.63,12.6,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-10-16
1594,Daniel Almeida Almeida,202610943,5B,Informática,2026.1,27,6.8,100.0,0.61,40.9,3,1,0,BAIXO,20,Orientacao para rotina de estudos,2025-02-23
1595,Patrícia Pereira Ferreira,202610990,5A,Agropecuária,2026.1,28,5.13,100.0,4.62,67.1,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2024-12-06
1596,Henrique Monteiro Souza,202611498,2B,Administração,2026.1,29,6.64,69.3,1.49,26.0,6,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2024-04-20
1597,Vinicius Ferreira Almeida,202611522,1B,Pedagogia,2026.1,16,7.07,77.8,1.66,20.8,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-11-12
1598,Eduarda Monteiro Ribeiro,202611581,2A,Logística,2026.1,34,5.84,81.4,4.68,5.0,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-01-15
1599,André Ribeiro Cardoso,202612396,4B,Pedagogia,2026.1,33,3.98,66.4,2.06,45.5,5,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-05-14
1600,Amanda Teixeira Batista,202612526,3A,Edificações,2026.1,23,8.17,55.4,1.64,11.7,5,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-08-01
1601,Thiago Souza Araújo,202612965,2A,Enfermagem,2026.1,28,6.94,82.4,2.11,35.1,8,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial,2025-06-24
1602,Daniel Teixeira Lima,202613059,1B,Logística,2026.1,25,6.62,90.6,3.13,48.8,8,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-07-22
1603,Isabela Lima Araújo,202613658,2B,Pedagogia,2026.1,31,3.99,68.0,3.95,40.8,7,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-12-07
1604,Lucas Cardoso Barbosa,202613691,2A,Enfermagem,2026.1,29,7.61,89.9,2.08,48.4,9,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-09-04
1605,Diego Barbosa Santos,202613745,2B,Informática,2026.1,27,3.47,77.2,2.49,36.7,6,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-11-17
1606,Daniel Cardoso Batista,202614122,5B,Enfermagem,2026.1,16,4.49,73.7,3.3,16.5,2,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-12-03
1607,Thiago Pereira Cardoso,202614337,2A,Redes de Computadores,2026.1,23,4.24,79.9,3.5,70.3,7,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2024-10-24
1608,Daniel Silva Costa,202614436,4A,Contabilidade,2026.1,27,7.39,65.5,4.1,6.1,4,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-08-02
1609,Fernanda Souza Cardoso,202614458,1A,Enfermagem,2026.1,34,5.94,88.3,3.44,62.3,8,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-10-26
1610,Leonardo Pereira Almeida,202614803,4A,Eletrotécnica,2026.1,16,5.96,74.4,1.91,41.1,10,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-07-20
1611,Juliana Barbosa Lima,202616089,2A,Contabilidade,2026.1,19,10.0,80.6,2.6,20.6,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-01-16
1612,Beatriz Teixeira Silva,202616159,4A,Logística,2026.1,17,8.33,76.4,4.19,61.2,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-08-11
1613,Maria Ribeiro Ferreira,202616416,4A,Edificações,2026.1,23,5.52,56.4,3.52,62.7,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2024-12-22
1614,Pedro Monteiro Batista,202617002,5A,Informática,2026.1,24,9.11,83.3,2.99,12.0,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-09-25
1615,Felipe Cardoso Cardoso,202617029,3A,Enfermagem,2026.1,30,6.77,67.2,2.11,68.3,3,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2025-05-18
1616,Vitória Lima Batista,202617182,3B,Administração,2026.1,33,7.59,75.4,1.94,5.0,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-07-04
1617,Eduarda Monteiro Almeida,202617969,4B,Agropecuária,2026.1,24,7.33,98.7,2.79,56.2,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-02-24
1618,Camila Rodrigues Teixeira,202618194,1A,Administração,2026.1,30,4.17,98.6,2.45,41.0,8,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2024-12-14
1619,Carlos Souza Almeida,202618304,3A,Enfermagem,2026.1,23,7.58,65.7,1.12,40.2,3,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-08-27
1620,André Silva Souza,202618398,3B,Administração,2026.1,20,9.48,90.5,4.71,39.2,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-10-10
1621,Bruno Batista Cardoso,202618437,4A,Eletrotécnica,2026.1,18,5.12,79.4,2.82,53.9,9,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-02-26
1622,Daniel Monteiro Almeida,202618520,5A,Contabilidade,2026.1,22,5.98,40.1,1.64,29.2,8,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-06-26
1623,Maria Monteiro Pereira,202618735,4B,Redes de Computadores,2026.1,28,9.42,100.0,1.97,57.2,6,0,0,BAIXO,20,Orientacao para rotina de estudos,2026-10-07
1624,Rafaela Nascimento Ferreira,202618752,4A,Enfermagem,2026.1,20,6.05,55.5,7.2,35.3,8,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-09-12
1625,Ana Lima Teixeira,202618826,2A,Eletrotécnica,2026.1,30,6.76,97.3,2.64,38.3,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-04-09
1626,Marcos Almeida Oliveira,202618905,5A,Agropecuária,2026.1,34,7.81,100.0,2.97,34.1,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-01-07
1627,Carla Santos Nascimento,202619459,4B,Redes de Computadores,2026.1,19,3.1,52.6,4.65,37.2,6,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-07-19
1628,Carla Lima Ferreira,202619891,4B,Redes de Computadores,2026.1,28,6.72,65.6,1.69,32.9,4,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-11-09
1629,Carla Araújo Santos,202619970,2A,Informática,2026.1,21,6.7,80.1,4.63,48.2,3,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-12-18
1630,André Barbosa Souza,202620025,2B,Edificações,2026.1,22,8.01,51.1,1.77,24.9,8,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-11-07
1631,Lucas Ferreira Santos,202620295,2B,Edificações,2026.1,25,4.99,72.5,1.72,52.9,7,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-09-26
1632,Marina Monteiro Almeida,202620413,5A,Pedagogia,2026.1,24,5.12,91.2,2.26,5.0,8,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-07-03
1633,Jéssica Pereira Teixeira,202620462,2B,Contabilidade,2026.1,19,7.54,84.1,4.53,45.9,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-05-24
1634,Maria Almeida Nascimento,202620574,3B,Redes de Computadores,2026.1,21,4.48,69.6,2.35,57.2,4,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2024-04-26
1635,Isabela Costa Monteiro,202620600,3A,Edificações,2026.1,24,5.42,70.0,4.95,57.0,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2024-09-04
1636,Pedro Almeida Gomes,202620775,5B,Logística,2026.1,19,5.69,62.0,4.46,50.0,5,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2026-06-25
1637,Bruno Pereira Ribeiro,202621018,1B,Logística,2026.1,27,7.48,76.5,3.55,43.5,3,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-06-02
1638,Thiago Monteiro Cardoso,202621492,3A,Contabilidade,2026.1,26,4.43,73.9,4.82,29.0,2,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-09-14
1639,Carlos Almeida Cardoso,202621608,5A,Administração,2026.1,16,6.36,95.4,3.34,46.7,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-09-02
1640,Maria Lima Teixeira,202621946,3A,Administração,2026.1,17,4.31,84.3,4.72,32.9,3,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-03-31
1641,André Almeida Ribeiro,202622207,5B,Administração,2026.1,34,9.65,85.5,3.1,32.9,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-09-02
1642,Lucas Almeida Costa,202622833,4B,Administração,2026.1,23,8.12,69.3,4.76,12.8,7,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2024-01-31
1643,Thiago Gomes Oliveira,202623055,4A,Agropecuária,2026.1,28,8.49,75.5,3.7,34.6,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-09-19
1644,Luana Monteiro Lima,202623142,5A,Agropecuária,2026.1,17,9.44,99.7,1.07,28.4,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-06-29
1645,Marina Cardoso Santos,202623767,1B,Agropecuária,2026.1,28,7.77,57.4,0.98,70.9,3,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-05-29
1646,Patrícia Costa Lima,202623792,3A,Eletrotécnica,2026.1,19,5.31,100.0,2.27,50.6,2,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2025-04-08
1647,Daniel Ribeiro Ferreira,202623849,2A,Redes de Computadores,2026.1,25,8.46,82.0,3.76,5.0,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-03-24
1648,Thiago Ferreira Barbosa,202624213,4A,Edificações,2026.1,33,8.84,62.2,6.11,53.8,2,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-02-14
1649,Amanda Batista Almeida,202624371,1B,Redes de Computadores,2026.1,23,8.24,94.6,2.51,51.8,1,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-06-23
1650,Isabela Ferreira Nascimento,202624390,2B,Administração,2026.1,28,4.65,79.3,2.38,27.3,4,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-01-19
1651,Daniel Silva Costa,202624450,2A,Administração,2026.1,20,5.58,100.0,4.62,49.1,9,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-06-14
1652,Bruno Teixeira Gomes,202624707,1B,Edificações,2026.1,32,7.69,68.4,2.95,14.0,4,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-11-01
1653,Pedro Ribeiro Araújo,202624891,2A,Enfermagem,2026.1,34,8.0,76.3,1.65,31.7,4,1,0,BAIXO,20,Orientacao para rotina de estudos,2026-09-15
1654,Ana Santos Souza,202624980,4B,Edificações,2026.1,19,7.51,100.0,4.34,22.9,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-11-04
1655,Diego Souza Nascimento,202625008,1B,Logística,2026.1,27,9.03,92.3,4.99,94.5,9,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Avaliar apoio logistico ou flexibilizacao academica,2026-08-06
1656,Gabriel Teixeira Silva,202625012,5B,Enfermagem,2026.1,27,6.68,69.4,2.91,25.8,8,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-09-29
1657,Aline Batista Ferreira,202625126,5A,Redes de Computadores,2026.1,23,5.66,100.0,3.17,53.4,5,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-07-18
1658,Fernanda Barbosa Costa,202625377,3A,Agropecuária,2026.1,33,3.47,89.1,0.0,34.8,7,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-11-05
1659,Amanda Pereira Souza,202625534,2B,Informática,2026.1,25,6.82,73.6,3.89,36.9,4,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2025-07-22
1660,Lucas Barbosa Nascimento,202625559,3A,Administração,2026.1,23,6.09,100.0,5.49,42.3,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-11-21
1661,Daniel Ribeiro Costa,202626507,4A,Enfermagem,2026.1,33,5.42,97.3,2.11,46.3,10,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-10-19
1662,Rafaela Santos Santos,202626544,1A,Eletrotécnica,2026.1,27,9.88,100.0,2.93,52.2,2,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-04-10
1663,Gabriel Batista Batista,202627585,4B,Administração,2026.1,33,8.92,61.5,3.48,19.9,4,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-08-07
1664,Lucas Souza Batista,202627970,4B,Edificações,2026.1,16,7.7,64.5,2.91,31.0,4,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-01-29
1665,Jéssica Oliveira Cardoso,202627982,2A,Eletrotécnica,2026.1,28,6.41,98.7,2.13,42.8,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-02-09
1666,Thiago Ferreira Silva,202628458,3A,Agropecuária,2026.1,33,6.22,72.1,1.65,58.9,8,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-03-06
1667,Mateus Lima Rodrigues,202628709,5B,Enfermagem,2026.1,20,6.97,69.7,4.08,15.2,8,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2026-01-10
1668,Diego Pereira Monteiro,202629156,1A,Agropecuária,2026.1,28,5.89,100.0,3.81,42.6,8,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-06-01
1669,Vinicius Batista Teixeira,202629164,5A,Logística,2026.1,25,8.95,85.6,4.67,34.7,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-10-12
1670,Carla Araújo Ferreira,202629234,5A,Redes de Computadores,2026.1,34,9.58,94.0,2.3,36.5,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-09-18
1671,Gustavo Gomes Silva,202629296,5B,Edificações,2026.1,24,9.59,87.8,4.56,68.2,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-05-20
1672,Natália Santos Lima,202629356,2B,Informática,2026.1,19,6.38,91.4,2.94,61.3,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-01-29
1673,Felipe Barbosa Souza,202629421,1A,Enfermagem,2026.1,22,4.23,91.2,4.38,11.2,5,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2025-10-30
1674,Mateus Nascimento Mendes,202629464,5A,Contabilidade,2026.1,23,3.67,100.0,1.46,32.1,8,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-02-28
1675,André Teixeira Souza,202629685,1B,Pedagogia,2026.1,29,5.29,91.9,5.72,19.9,5,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2026-02-21
1676,Larissa Batista Souza,202629780,4A,Eletrotécnica,2026.1,33,8.88,77.7,0.21,32.3,7,0,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-10-21
1677,Camila Mendes Almeida,202630102,3B,Eletrotécnica,2026.1,27,6.45,46.1,2.17,53.3,9,0,1,ALTO,90,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-12-02
1678,Bruno Mendes Gomes,202630142,2B,Redes de Computadores,2026.1,25,3.94,98.1,2.51,58.1,4,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2024-09-18
1679,Thiago Mendes Cardoso,202630216,2B,Edificações,2026.1,16,9.73,53.7,4.33,42.5,7,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2024-03-24
1680,Patrícia Almeida Mendes,202630348,3B,Pedagogia,2026.1,34,8.02,79.2,3.78,34.0,8,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-07-22
1681,Samuel Mendes Ribeiro,202630424,4B,Informática,2026.1,16,4.7,65.8,5.51,26.7,7,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-09-13
1682,Jéssica Almeida Barbosa,202630506,4B,Contabilidade,2026.1,17,8.49,97.8,1.22,23.2,8,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-12-18
1683,Beatriz Cardoso Pereira,202630832,1B,Contabilidade,2026.1,21,7.42,85.9,3.52,66.6,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-04-13
1684,Lucas Araújo Rodrigues,202630843,2B,Contabilidade,2026.1,23,8.1,81.5,2.21,5.0,3,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-02-25
1685,Amanda Barbosa Monteiro,202630871,4B,Informática,2026.1,25,9.86,89.5,2.99,28.7,3,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-01-18
1686,Marina Batista Souza,202631212,3B,Informática,2026.1,33,8.83,96.9,4.21,39.7,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-12-16
1687,Samuel Ferreira Monteiro,202631621,2B,Eletrotécnica,2026.1,16,8.84,64.0,1.25,43.0,6,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-12-17
1688,Vinicius Barbosa Almeida,202631697,2A,Enfermagem,2026.1,20,10.0,76.9,2.18,64.2,9,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial,2024-03-30
1689,Vitória Teixeira Ribeiro,202631705,3A,Redes de Computadores,2026.1,16,6.48,100.0,2.49,37.4,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-05-11
1690,Beatriz Silva Nascimento,202631857,3B,Pedagogia,2026.1,18,8.89,89.0,1.34,46.1,3,0,0,BAIXO,20,Orientacao para rotina de estudos,2026-04-28
1691,Carlos Rodrigues Batista,202632729,5B,Redes de Computadores,2026.1,22,4.72,92.3,4.21,38.4,4,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2025-08-19
1692,Luana Ferreira Gomes,202632751,1A,Informática,2026.1,20,5.54,43.7,4.46,65.7,4,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2026-03-22
